Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Price_INR_Lakhs,Mileage_km_kg,Power_bhp,Car_Age
Kochi,35676,Petrol,Automatic,First,7,948000.0,16.0,117.3,2
Kochi,74310,Diesel,Manual,First,5,400000.0,24.4,71.0,4
Jaipur,59364,Diesel,Automatic,First,5,2650000.0,14.21,203.0,5
Kochi,41380,Petrol,Automatic,Second,5,1177000.0,14.8,120.7,5
Bangalore,33900,Diesel,Automatic,First,5,3700000.0,15.0,204.0,2
Mumbai,28000,Petrol,Manual,First,5,875000.0,17.8,117.3,3
Chennai,93982,Petrol,Manual,First,5,375000.0,17.0,118.0,8
Pune,95000,Petrol,Manual,First,5,250000.0,16.2,103.2,9
Mumbai,9000,Petrol,Automatic,First,5,3450000.0,13.5,246.74,2
Delhi,52516,Petrol,Manual,First,5,465000.00000000006,18.0,86.7,4
Bangalore,20000,Petrol,Automatic,First,4,3200000.0,18.86,122.0,4
Coimbatore,56451,Diesel,Automatic,First,5,6281000.0,13.5,282.0,2
Chennai,37000,Petrol,Manual,First,5,325000.0,21.1,55.2,5
Kolkata,17400,Petrol,Manual,First,5,310000.0,20.51,67.04,5
Coimbatore,90207,Diesel,Manual,First,5,391000.0,21.1,73.9,8
Chennai,89616,Diesel,Automatic,First,5,1100000.0,16.07,181.0,8
Pune,85000,Diesel,Manual,First,5,350000.0,13.49,138.03,5
Chennai,79271,Diesel,Automatic,First,5,1650000.0,20.38,143.0,5
Hyderabad,56000,Diesel,Automatic,First,5,3000000.0,12.7,187.7,7
Pune,85001,Diesel,Automatic,Second,7,2800000.0,12.0,224.0,9
Hyderabad,12000,Diesel,Automatic,First,7,2800000.0,13.5,175.56,1
Jaipur,125000,Petrol,Manual,First,5,92000.0,19.7,46.3,9
Pune,53000,Petrol,Manual,First,5,275000.0,14.0,64.0,6
Coimbatore,34990,Diesel,Automatic,First,5,5383000.0,12.7,187.7,2
Pune,49768,Petrol,Manual,Second,5,495000.0,17.01,121.3,8
Hyderabad,56000,Diesel,Automatic,First,5,3350000.0,16.73,218.0,6
Bangalore,75000,Diesel,Automatic,First,5,2795000.0,14.74,270.9,6
Hyderabad,57000,Petrol,Automatic,First,5,725000.0,13.7,157.75,9
Kochi,37542,Diesel,Automatic,First,5,2571000.0,15.73,174.33,2
Coimbatore,95649,Diesel,Automatic,First,5,2967000.0,12.7,187.7,5
Jaipur,35299,Diesel,Automatic,First,5,1900000.0,14.84,170.0,6
Kochi,28464,Diesel,Manual,First,7,1305000.0,15.4,120.0,2
Mumbai,41000,Diesel,Automatic,First,5,2550000.0,21.76,190.0,4
Pune,9000,Petrol,Manual,First,7,850000.0,15.4,117.3,2
Chennai,92098,Diesel,Automatic,Second,5,725000.0,16.0,215.0,9
Pune,5834,Petrol,Manual,First,5,80000.0,13.2,94.0,14
Jaipur,40250,Petrol,Manual,First,5,690000.0,17.19,81.86,2
Coimbatore,22397,Petrol,Automatic,First,5,7098999.999999999,11.5,367.0,1
Kolkata,20800,Petrol,Manual,Second,5,225000.0,21.1,55.2,4
Kochi,40322,Petrol,Manual,First,5,550000.0,18.9,81.86,1
Mumbai,52576,Petrol,Manual,First,5,435000.0,13.0,100.0,6
Kolkata,55000,Petrol,Manual,First,5,225000.0,16.47,73.9,9
Mumbai,47000,Petrol,Automatic,First,5,2450000.0,15.26,187.74,3
Coimbatore,23163,Petrol,Manual,First,5,1203000.0,15.29,121.3,2
Mumbai,50000,Petrol,Automatic,Second,5,850000.0,11.74,186.0,8
Mumbai,11900,Petrol,Automatic,First,4,2850000.0,16.82,189.08,5
Bangalore,37000,Diesel,Manual,First,5,575000.0,23.59,67.04,6
Delhi,30000,Petrol,Manual,Second,5,320000.0,19.4,86.8,5
Coimbatore,12831,Petrol,Automatic,First,5,989000.0,21.4,83.1,1
Coimbatore,143017,Diesel,Automatic,First,5,658000.0,20.0,138.1,7
Kochi,13102,Petrol,Manual,First,5,406000.0,21.1,55.2,1
Coimbatore,24950,Diesel,Manual,First,5,1337000.0,20.37,108.45,0
Coimbatore,57832,Diesel,Automatic,First,5,2582000.0,16.2,258.0,8
Kochi,34267,Petrol,Manual,First,5,374000.0,22.74,47.3,3
Bangalore,33000,Diesel,Automatic,Second,5,2200000.0,16.8,150.0,4
Ahmedabad,55100,Petrol,Manual,First,5,145000.0,18.9,67.1,12
Kolkata,40000,Petrol,Manual,First,5,200000.0,17.7,78.0,11
Kochi,31841,CNG,Manual,First,5,470000.0,15.1,73.0,2
Kolkata,15000,Petrol,Manual,First,8,375000.0,13.7,98.79,5
Coimbatore,82756,Diesel,Manual,First,7,770000.0,15.96,62.1,3
Hyderabad,20600,Petrol,Manual,First,5,260000.0,21.1,55.2,5
Coimbatore,29952,Petrol,Automatic,First,5,1377000.0,13.0,121.3,2
Mumbai,15000,Petrol,Manual,Second,5,710000.0,16.09,103.5,2
Pune,61938,Petrol,Automatic,Second,5,265000.0,12.9,130.0,11
Hyderabad,67000,Diesel,Manual,First,5,250000.0,22.3,74.0,5
Kochi,61672,Diesel,Manual,First,7,753000.0,16.0,140.0,6
Coimbatore,26185,Petrol,Manual,First,5,798000.0,18.6,81.83,2
Bangalore,38000,Diesel,Automatic,Second,5,3900000.0,14.16,174.3,5
Chennai,67000,Petrol,Manual,Second,5,225000.0,18.5,85.8,8
Chennai,66000,Petrol,Manual,Second,5,385000.0,13.17,114.0,9
Hyderabad,80883,Diesel,Manual,First,7,1350000.0,12.8,102.0,4
Hyderabad,80219,Diesel,Manual,First,5,350000.0,27.62,47.0,3
Delhi,12923,Diesel,Manual,First,5,892000.0,25.1,88.5,1
Coimbatore,86642,Diesel,Automatic,First,5,2037000.0,15.17,181.0,3
Bangalore,19235,Diesel,Automatic,First,5,3650000.0,21.76,190.0,3
Coimbatore,51002,Diesel,Automatic,First,7,4891000.0,11.33,335.2,3
Pune,6800,Petrol,Manual,First,5,720000.0,18.6,81.83,3
Hyderabad,82749,Diesel,Manual,First,5,599000.0,19.01,108.45,7
Pune,51000,Diesel,Manual,First,5,525000.0,24.4,71.0,3
Delhi,31465,Diesel,Manual,First,5,650000.0,22.7,89.84,5
Hyderabad,76476,Petrol,Manual,First,5,440000.00000000006,16.47,73.9,6
Kolkata,14000,Diesel,Manual,First,5,460000.0,24.0,70.0,2
Ahmedabad,47000,Diesel,Manual,First,5,295000.0,21.12,88.8,6
Kolkata,48466,Petrol,Manual,First,5,326000.0,17.0,118.0,8
Bangalore,46000,Petrol,Manual,Second,5,222000.00000000003,17.92,62.1,11
Hyderabad,162663,Diesel,Manual,First,7,1050000.0,12.99,100.0,7
Coimbatore,25142,Diesel,Manual,First,5,826000.0,28.09,88.5,2
Delhi,69000,Diesel,Manual,First,7,1445000.0,12.55,169.0,6
Kochi,26405,Petrol,Automatic,First,5,5143000.0,12.6,191.34,1
Chennai,45000,Diesel,Manual,First,5,2300000.0,15.8,170.0,5
Kolkata,64284,Diesel,Manual,First,5,550000.0,17.72,108.49,7
Delhi,27000,Petrol,Manual,First,5,450000.0,18.9,82.0,4
Hyderabad,3678,Petrol,Manual,First,5,680000.0,18.16,86.8,1
Mumbai,21000,Petrol,Manual,First,5,875000.0,16.8,138.02,6
Mumbai,67000,Diesel,Manual,Second,5,700000.0,19.87,83.8,4
Delhi,24000,Diesel,Automatic,Second,5,3350000.0,15.68,177.0,4
Chennai,75000,Diesel,Manual,Second,5,225000.0,20.0,68.0,8
Hyderabad,179000,Diesel,Automatic,Second,7,424000.0,12.8,156.0,11
Coimbatore,47198,Diesel,Manual,First,7,2842000.0,12.55,168.5,2
Kolkata,52000,Diesel,Manual,First,5,275000.0,22.07,73.9,7
Jaipur,91000,Diesel,Manual,First,5,300000.0,23.2,73.94,8
Pune,60000,Diesel,Manual,First,5,355000.0,23.08,63.1,6
Kolkata,37873,Diesel,Manual,First,5,480000.0,22.32,126.32,6
Kolkata,31000,Petrol,Automatic,First,5,1350000.0,10.8,150.0,8
Pune,129000,Diesel,Automatic,First,7,5600000.0,11.0,258.0,2
Hyderabad,78000,Petrol,Automatic,First,5,399000.0,12.0,187.4,15
Bangalore,32000,Diesel,Automatic,First,5,1550000.0,17.01,126.2,3
Jaipur,59000,Petrol,Manual,Second,5,232000.0,19.81,68.05,9
Kochi,35437,Diesel,Automatic,First,5,1858000.0,20.0,136.0,3
Jaipur,98000,Petrol,Manual,First,7,550000.0,16.02,93.7,5
Chennai,72000,Diesel,Manual,Second,5,320000.0,18.7,66.0,13
Pune,79000,Petrol,Manual,First,5,400000.0,18.0,86.7,4
Chennai,29000,Petrol,Manual,First,5,160000.0,17.3,60.0,15
Kochi,66012,Petrol,Manual,First,5,415000.00000000006,15.5,103.3,6
Mumbai,35000,Petrol,Automatic,First,5,425000.0,16.5,86.8,5
Ahmedabad,75000,Petrol,Manual,First,5,260000.0,18.9,67.1,8
Mumbai,80000,Petrol,Automatic,Second,5,343000.0,12.1,164.7,11
Kochi,32717,Petrol,Manual,First,5,255000.0,18.6,79.4,7
Delhi,25000,Diesel,Automatic,First,7,3200000.0,12.55,168.5,2
Mumbai,79000,Diesel,Manual,First,5,625000.0,22.7,89.84,5
Hyderabad,86000,Diesel,Manual,Second,5,360000.0,17.8,75.0,9
Pune,137000,Diesel,Automatic,First,5,1850000.0,13.5,282.0,9
Mumbai,25000,Petrol,Manual,Second,7,425000.0,17.3,117.3,4
Mumbai,8500,Petrol,Manual,Second,5,480000.0,18.9,82.0,2
Bangalore,34000,Diesel,Automatic,First,7,1300000.0,16.0,140.0,4
Pune,41629,Petrol,Manual,Second,5,225000.0,14.83,105.0,7
Hyderabad,80227,Petrol,Manual,First,5,230000.0,17.92,62.1,10
Kochi,8587,Petrol,Manual,First,5,1356000.0,15.29,121.3,0
Delhi,30000,Diesel,Manual,First,7,1225000.0,15.4,120.0,2
Pune,64186,Diesel,Manual,First,5,376000.0,20.5,103.5,6
Coimbatore,76427,Diesel,Manual,First,5,858000.0,19.01,108.45,4
Hyderabad,75000,Diesel,Automatic,First,5,2750000.0,11.7,245.0,8
Coimbatore,27075,Petrol,Manual,First,5,495000.0,17.6,88.73,6
Ahmedabad,30000,Petrol,Manual,First,5,330000.0,22.5,67.04,7
Chennai,69434,Petrol,Manual,First,5,800000.0,15.8,121.3,3
Jaipur,56000,Petrol,Manual,First,5,279000.0,23.1,67.04,5
Coimbatore,49275,Diesel,Automatic,First,5,4564000.0,12.7,187.7,2
Pune,8700,Petrol,Manual,First,5,255000.0,18.6,76.8,5
Ahmedabad,18000,Petrol,Manual,Second,4,100000.0,25.4,37.5,5
Coimbatore,41041,Diesel,Automatic,First,5,3756000.0,17.68,174.33,2
Kochi,80464,Diesel,Automatic,Second,5,929000.0,11.0,198.5,10
Kochi,20667,Petrol,Manual,First,5,637000.0,22.0,81.8,0
Coimbatore,60283,Petrol,Manual,First,5,298000.0,14.6,112.0,6
Kochi,31696,Petrol,Manual,First,5,575000.0,20.4,81.8,2
Hyderabad,100000,Diesel,Manual,First,7,1300000.0,11.5,171.0,9
Mumbai,13361,Petrol,Manual,First,7,680000.0,16.02,93.7,5
Coimbatore,48394,Petrol,Automatic,First,5,1049000.0,12.05,154.0,9
Jaipur,47399,Petrol,Manual,First,7,560000.0,16.02,93.7,5
Mumbai,69000,Petrol,Automatic,Second,5,285000.0,16.8,118.0,9
Coimbatore,65278,Diesel,Manual,First,7,836000.0,14.66,194.3,6
Jaipur,108000,Diesel,Manual,First,5,100000.0,17.0,70.0,14
Kolkata,50645,Petrol,Automatic,Second,5,1075000.0,10.93,204.0,9
Hyderabad,130002,Diesel,Manual,First,5,385000.0,19.3,73.9,8
Hyderabad,107000,Diesel,Manual,First,5,300000.0,17.8,67.0,7
Coimbatore,41950,Petrol,Automatic,First,5,960000.0,18.0,117.3,4
Delhi,109000,Diesel,Manual,First,7,1325000.0,13.0,168.5,7
Mumbai,9000,Petrol,Manual,First,5,575000.0,18.0,86.7,3
Delhi,43900,Diesel,Manual,First,5,675000.0,22.54,88.73,5
Bangalore,64000,Diesel,Manual,Second,7,485000.0,18.2,73.8,6
Kochi,13190,Petrol,Automatic,First,5,3899000.0,0.0,181.43,0
Mumbai,77652,Petrol,Automatic,First,5,285000.0,12.6,103.2,10
Mumbai,55000,Diesel,Manual,First,7,951000.0,12.99,100.0,7
Ahmedabad,59900,Diesel,Automatic,Second,5,1850000.0,18.48,177.0,7
Delhi,73539,Diesel,Manual,First,5,675000.0,19.01,108.45,4
Coimbatore,31645,Diesel,Automatic,First,5,2940000.0,20.68,190.0,2
Kochi,69690,Petrol,Manual,First,5,329000.0,17.7,78.0,10
Delhi,41000,Diesel,Manual,First,5,950000.0,28.09,88.5,3
Pune,109200,Petrol,Manual,Second,5,220000.00000000003,17.5,85.8,9
Pune,80000,Diesel,Manual,First,7,650000.0,15.1,140.0,7
Ahmedabad,51000,Petrol,Manual,First,5,490000.00000000006,13.5,130.0,12
Pune,105000,Diesel,Manual,Second,7,675000.0,25.47,88.5,6
Chennai,179000,Diesel,Manual,First,5,380000.0,23.59,67.04,6
Delhi,12100,Petrol,Automatic,First,2,2950000.0,9.9,207.8,6
Hyderabad,31000,Diesel,Manual,First,5,1050000.0,21.13,108.4,2
Hyderabad,50000,Diesel,Manual,First,5,620000.0,20.14,88.8,4
Jaipur,48000,Diesel,Automatic,First,5,500000.0,17.0,105.0,10
Chennai,35000,Diesel,Manual,First,5,230000.0,19.2,65.0,12
Ahmedabad,100200,Diesel,Automatic,First,7,1700000.0,11.36,171.5,3
Bangalore,47000,Diesel,Automatic,First,5,2550000.0,18.88,184.0,5
Jaipur,63642,Diesel,Manual,First,5,565000.0,27.3,98.6,4
Kochi,62550,Diesel,Manual,First,5,560000.0,25.8,98.6,4
Kochi,37340,Diesel,Automatic,First,5,2998000.0,16.36,187.7,4
Coimbatore,38461,Diesel,Manual,First,5,739000.0,26.59,74.0,3
Jaipur,29000,Diesel,Manual,First,5,1900000.0,17.1,170.0,1
Pune,31000,Petrol,Manual,First,5,500000.0,12.5,132.0,9
Kolkata,42086,Petrol,Manual,First,5,335000.0,17.0,118.0,8
Chennai,49000,Petrol,Manual,First,5,445000.0,18.6,85.8,6
Coimbatore,77240,Diesel,Automatic,First,5,831000.0,22.32,126.32,0
Jaipur,105000,Diesel,Manual,Second,7,600000.0,15.96,62.1,7
Chennai,35000,Diesel,Manual,First,5,525000.0,22.9,74.0,5
Hyderabad,202082,Diesel,Automatic,First,5,1230000.0,17.68,174.33,7
Chennai,129000,Petrol,Manual,Third,5,150000.0,13.8,70.0,15
Coimbatore,33558,Diesel,Manual,First,5,811999.9999999999,20.14,88.0,1
Coimbatore,60271,Diesel,Manual,First,7,612000.0,13.6,63.0,7
Coimbatore,45366,Diesel,Manual,First,5,1088000.0,25.1,98.6,2
Kolkata,9500,Petrol,Manual,First,5,350000.0,18.2,82.5,5
Kochi,42362,Petrol,Manual,First,5,615000.0,18.6,81.83,3
Chennai,21000,Diesel,Automatic,First,5,3300000.0,17.05,184.0,3
Mumbai,15200,Diesel,Automatic,First,5,1350000.0,15.06,177.0,7
Mumbai,43690,Diesel,Automatic,First,7,1711000.0,12.55,168.5,4
Kochi,79926,Diesel,Automatic,First,7,2977000.0,11.33,335.2,5
Kolkata,53073,Diesel,Manual,First,7,595000.0,20.77,88.76,6
Bangalore,59000,Petrol,Manual,First,5,575000.0,18.5,80.0,4
Bangalore,47088,Petrol,Automatic,Second,5,1900000.0,10.13,364.9,13
Ahmedabad,55000,Diesel,Manual,First,5,475000.0,20.45,83.8,5
Hyderabad,80430,Diesel,Manual,Second,7,330000.0,17.21,100.0,6
Delhi,71932,Diesel,Automatic,First,7,1650000.0,12.55,168.5,6
Mumbai,19000,Diesel,Automatic,First,7,4400000.0,15.97,258.0,5
Hyderabad,81759,Diesel,Manual,First,5,439000.0,19.3,73.9,8
Kochi,52010,Diesel,Manual,First,5,620000.0,25.2,74.0,1
Kochi,58953,Petrol,Automatic,First,5,2422000.0,13.53,177.01,3
Mumbai,93000,Diesel,Manual,Third,6,545000.0,10.5,107.2,11
Delhi,10000,Diesel,Automatic,First,5,4400000.0,16.36,187.7,3
Coimbatore,40674,Diesel,Automatic,First,7,2482000.0,11.36,171.5,0
Mumbai,50000,Diesel,Automatic,First,5,1169000.0,19.3,141.0,4
Bangalore,1331,Petrol,Automatic,First,5,2000000.0,14.28,138.03,1
Pune,60000,Petrol,Manual,First,8,145000.0,19.7,35.0,9
Mumbai,10003,Diesel,Automatic,First,5,4850000.0,17.9,170.0,1
Mumbai,25000,Diesel,Automatic,First,5,945000.0,21.5,108.5,3
Ahmedabad,73000,Diesel,Manual,First,7,1250000.0,16.0,140.0,4
Hyderabad,59962,Diesel,Manual,First,5,690000.0,20.45,83.8,5
Jaipur,72000,Diesel,Manual,Second,5,580000.0,22.32,126.32,7
Coimbatore,20967,Diesel,Automatic,First,5,4456000.0,14.69,258.0,3
Bangalore,35000,Diesel,Manual,Second,7,850000.0,15.4,120.0,4
Coimbatore,38056,Diesel,Manual,First,5,1070000.0,23.9,126.2,2
Pune,94000,Diesel,Automatic,Second,7,1200000.0,12.07,241.4,10
Coimbatore,64236,Petrol,Manual,First,5,244000.0,14.7,76.0,9
Kolkata,124000,Diesel,Manual,First,7,195000.0,13.6,63.0,19
Mumbai,7400,Petrol,Manual,First,5,435000.0,19.1,82.0,5
Hyderabad,52000,Diesel,Manual,First,8,1750000.0,13.68,147.8,2
Hyderabad,68764,Petrol,Manual,First,5,290000.0,21.1,55.2,4
Delhi,64000,Diesel,Manual,First,5,290000.0,22.07,73.9,6
Pune,21558,Diesel,Manual,First,5,890000.0,24.3,88.5,3
Mumbai,37500,Diesel,Automatic,First,5,1675000.0,18.88,184.0,6
Coimbatore,14077,Petrol,Manual,First,5,395000.0,21.1,55.2,3
Mumbai,70000,Petrol,Manual,First,5,210000.0,17.0,118.0,10
Kochi,54316,Petrol,Manual,Second,5,429000.0,12.8,177.6,8
Hyderabad,90764,Diesel,Manual,First,8,385000.0,14.0,112.0,10
Chennai,137000,Diesel,Automatic,Second,5,900000.0,13.2,170.0,10
Pune,127000,Petrol,Manual,Second,5,450000.0,16.8,116.3,6
Kochi,51884,Diesel,Manual,First,7,1246000.0,16.0,140.0,3
Delhi,67407,Diesel,Manual,First,5,465000.00000000006,21.27,88.76,5
Hyderabad,107825,Diesel,Manual,First,7,2050000.0,13.0,168.5,5
Chennai,82453,Diesel,Manual,First,8,290000.0,13.6,63.0,13
Chennai,30441,Petrol,Manual,First,5,145000.0,15.9,85.0,12
Mumbai,11000,Diesel,Automatic,First,5,2950000.0,20.7,113.98,3
Hyderabad,61000,Diesel,Automatic,First,5,2500000.0,15.73,174.33,4
Delhi,48454,Petrol,Manual,Second,5,350000.0,17.0,80.0,6
Jaipur,37000,Diesel,Manual,First,7,1125000.0,14.1,154.0,2
Kochi,32249,Diesel,Manual,First,7,1079000.0,21.9,98.6,2
Kolkata,58000,Diesel,Manual,First,5,590000.0,19.33,138.03,6
Jaipur,28360,Petrol,Manual,First,5,512000.0,19.1,81.86,2
Mumbai,7000,Petrol,Manual,First,5,570000.0,20.89,81.8,2
Coimbatore,19658,Diesel,Automatic,First,5,3584000.0000000005,18.12,190.0,3
Hyderabad,92000,Petrol,Manual,First,5,125000.0,13.8,70.0,12
Kolkata,25000,Petrol,Manual,First,5,265000.0,20.36,78.9,6
Coimbatore,37882,Diesel,Manual,First,5,919000.0,22.32,126.3,3
Bangalore,69330,Diesel,Automatic,First,5,2350000.0,16.07,181.0,5
Delhi,61000,Petrol,Automatic,First,5,1250000.0,12.3,185.0,8
Kolkata,35000,Petrol,Manual,Second,5,150000.0,18.6,79.4,9
Delhi,72450,Diesel,Manual,First,7,810000.0,15.1,140.0,7
Jaipur,36381,Diesel,Manual,First,5,975000.0,28.09,88.5,2
Coimbatore,25559,Diesel,Automatic,First,5,3793000.0,19.71,201.15,2
Chennai,100000,Petrol,Automatic,Third,5,196000.0,16.4,78.0,14
Jaipur,94000,Diesel,Automatic,First,7,2050000.0,11.5,169.0,4
Bangalore,64357,Petrol,Manual,First,5,275000.0,24.07,67.1,8
Mumbai,10501,Petrol,Automatic,First,5,7500000.0,9.43,237.4,2
Chennai,47000,Diesel,Manual,First,5,280000.0,21.9,90.0,10
Mumbai,18000,Petrol,Automatic,First,7,925000.0,16.0,117.3,2
Chennai,89000,Petrol,Manual,First,5,300000.0,13.4,125.0,12
Coimbatore,49964,Diesel,Automatic,First,5,2389000.0,17.68,174.33,5
Mumbai,35000,Diesel,Manual,First,7,1275000.0,12.99,100.6,5
Jaipur,64000,Diesel,Manual,First,5,415000.00000000006,24.0,70.0,5
Mumbai,36000,Petrol,Automatic,First,5,465000.00000000006,14.8,105.0,6
Delhi,78600,Diesel,Manual,First,7,890000.0,12.8,102.0,7
Jaipur,170000,Diesel,Manual,Second,5,150000.0,16.8,110.0,11
Pune,65000,Diesel,Manual,Second,5,327000.0,23.2,73.94,4
Pune,120300,Diesel,Automatic,Second,7,1800000.0,12.07,241.4,11
Pune,21000,Petrol,Manual,First,5,630000.0,18.6,81.83,3
Coimbatore,18108,Diesel,Manual,First,5,1131000.0,24.3,88.5,2
Pune,58407,Petrol,Manual,First,5,616000.0,17.4,117.3,5
Pune,49500,Petrol,Manual,First,5,600000.0,20.73,91.1,5
Kochi,37199,Petrol,Automatic,First,5,543000.0,17.5,99.6,6
Hyderabad,62000,Diesel,Manual,First,5,465000.00000000006,22.07,73.9,7
Hyderabad,59000,Diesel,Manual,First,7,750000.0,20.77,88.8,4
Jaipur,60000,Diesel,Manual,First,5,625000.0,26.59,74.0,4
Bangalore,39037,Diesel,Automatic,First,5,925000.0,14.84,170.0,12
Mumbai,17003,Petrol,Manual,First,5,315000.0,19.4,86.8,6
Hyderabad,80400,Petrol,Manual,First,5,230000.0,16.0,66.7,11
Jaipur,75200,Diesel,Manual,First,5,525000.0,22.32,126.32,7
Kochi,41217,Diesel,Manual,First,5,740000.0,28.09,88.5,2
Pune,98293,Petrol,Manual,Second,5,155000.0,13.8,70.0,13
Pune,54000,Petrol,Manual,Second,5,600000.0,16.2,74.0,2
Chennai,17377,Petrol,Manual,First,5,590000.0,18.7,88.7,3
Bangalore,33800,Diesel,Manual,Second,5,470000.0,25.8,98.6,6
Hyderabad,86157,Diesel,Manual,First,5,650000.0,22.54,88.73,4
Hyderabad,146824,Diesel,Manual,First,5,355000.0,21.1,73.9,7
Chennai,55000,Petrol,Manual,First,5,710000.0,16.8,116.3,5
Hyderabad,53293,Petrol,Manual,First,5,600000.0,13.14,160.0,9
Pune,38000,Diesel,Manual,First,5,799000.0,24.3,88.5,2
Bangalore,64000,Petrol,Manual,Second,5,410000.0,17.0,80.0,10
Hyderabad,25058,Petrol,Automatic,First,5,395000.0,24.07,67.1,2
Kochi,36700,Petrol,Manual,First,5,438000.0,21.1,55.2,3
Mumbai,35000,Petrol,Manual,First,5,275000.0,20.36,78.9,8
Coimbatore,22732,Petrol,Automatic,First,2,5554000.0,18.1,306.0,3
Hyderabad,48000,Diesel,Automatic,First,5,2900000.0,18.53,187.74,5
Bangalore,62084,Diesel,Manual,First,5,660000.0,22.77,98.59,6
Kolkata,39273,Diesel,Automatic,First,5,699000.0,14.3,140.0,7
Bangalore,64798,Diesel,Manual,First,7,1875000.0,13.68,147.8,2
Jaipur,100002,Diesel,Manual,Third,5,128000.0,20.0,68.0,9
Pune,78000,Petrol,Manual,Third,5,120000.0,14.49,92.7,13
Coimbatore,57717,Petrol,Manual,First,5,431000.0,18.5,85.8,6
Chennai,109000,Diesel,Automatic,First,5,1650000.0,12.39,147.51,8
Coimbatore,74515,Petrol,Manual,First,5,564000.0,18.9,82.0,2
Coimbatore,50484,Diesel,Automatic,First,7,3112000.0,10.91,197.2,2
Kochi,13452,Diesel,Automatic,First,5,2546000.0,12.8,167.6,6
Kochi,37688,Petrol,Manual,First,5,788000.0,17.01,121.3,2
Chennai,34000,Diesel,Automatic,First,5,3600000.0,13.0,204.0,2
Pune,120000,Diesel,Automatic,First,5,3000000.0,0.0,165.0,5
Pune,64000,Petrol,Manual,Second,5,285000.0,17.5,85.8,11
Delhi,100000,Petrol,Manual,First,5,350000.0,13.0,90.0,8
Jaipur,75000,Diesel,Manual,First,5,750000.0,20.46,83.8,5
Hyderabad,86000,Diesel,Automatic,First,5,1900000.0,14.84,170.0,7
Hyderabad,69000,Diesel,Automatic,First,5,5400000.0,15.97,258.0,4
Kochi,41721,Petrol,Manual,First,5,470000.0,19.1,82.0,4
Hyderabad,13000,Petrol,Automatic,First,5,850000.0,22.0,81.8,2
Kolkata,38998,Diesel,Automatic,First,4,1700000.0,16.07,181.0,6
Kochi,54250,Petrol,Manual,First,5,351000.0,22.74,47.3,2
Bangalore,45979,Diesel,Automatic,Second,5,1950000.0,17.11,174.33,6
Pune,37000,Petrol,Automatic,Second,4,1700000.0,13.6,181.0,7
Coimbatore,46983,Diesel,Automatic,Second,7,4335000.0,12.07,241.4,4
Bangalore,40700,Diesel,Manual,First,5,265000.0,25.44,57.6,7
Kochi,43828,Petrol,Manual,First,5,352000.0,20.51,67.04,4
Kolkata,53000,Diesel,Manual,First,5,625000.0,19.01,108.5,3
Ahmedabad,100000,Diesel,Automatic,First,5,2475000.0,18.88,184.0,4
Mumbai,19000,Petrol,Manual,First,5,525000.0,20.85,83.14,4
Jaipur,84000,Diesel,Manual,First,5,1100000.0,17.72,108.5,3
Kochi,37630,Petrol,Automatic,First,5,910000.0,15.63,110.4,1
Chennai,67714,Petrol,Manual,First,5,325000.0,18.5,80.0,9
Pune,32000,Diesel,Manual,First,5,850000.0,15.0,88.5,2
Pune,51000,Petrol,Manual,First,5,310000.0,16.2,103.2,9
Kochi,58390,Diesel,Automatic,First,5,1986000.0,18.88,184.0,4
Kolkata,14000,Diesel,Manual,First,5,490000.00000000006,24.0,73.97,2
Delhi,55818,Petrol,Manual,Second,5,570000.0,17.4,117.3,5
Kolkata,52241,Diesel,Manual,First,5,290000.0,25.2,74.0,7
Coimbatore,25433,Diesel,Manual,First,5,783000.0,27.39,74.0,1
Kochi,40611,Diesel,Manual,First,7,815000.0,14.0,138.1,4
Bangalore,72000,Petrol,Manual,Second,5,200000.0,13.2,94.0,11
Hyderabad,54631,Diesel,Manual,First,5,625000.0,25.2,74.0,3
Coimbatore,24941,Petrol,Automatic,First,4,319000.0,21.9,37.48,3
Ahmedabad,63939,Diesel,Manual,First,7,775000.0,25.47,88.5,2
Delhi,35214,Petrol,Automatic,Second,5,320000.0,23.1,67.04,5
Delhi,63000,Diesel,Manual,First,5,490000.00000000006,25.2,74.0,4
Kochi,121377,Petrol,Manual,First,5,380000.0,15.04,103.6,7
Chennai,100970,Diesel,Automatic,First,5,400000.0,15.5,105.0,10
Hyderabad,60000,Diesel,Automatic,Second,5,2350000.0,20.7,113.98,5
Chennai,77650,Diesel,Manual,First,5,115000.0,17.2,53.5,11
Bangalore,18955,Petrol,Automatic,First,5,1065000.0,18.0,117.3,4
Coimbatore,47877,Diesel,Automatic,First,5,3568000.0,16.36,187.7,3
Kochi,43368,Diesel,Automatic,First,5,3194000.0,15.0,204.0,2
Chennai,73000,Diesel,Manual,Third,5,420000.0,18.3,147.9,8
Ahmedabad,72007,Diesel,Manual,First,7,990000.0,15.1,140.0,4
Kochi,56778,Petrol,Automatic,First,5,1546000.0,11.74,186.0,5
Kochi,20024,Petrol,Manual,First,5,846000.0000000001,18.2,88.7,1
Kolkata,42103,Petrol,Manual,First,5,325000.0,16.78,88.73,6
Hyderabad,67147,Petrol,Manual,First,5,260000.0,19.7,46.3,7
Coimbatore,37806,Petrol,Manual,First,5,520000.0,20.4,81.8,3
Pune,85000,Petrol,Manual,Third,5,180000.0,19.0,66.1,10
